interaction_id,user_id,product_id,interaction_type,quantity,interaction_time
1224,497,5,View,1,2025-12-01 09:59:12
1225,200,13,View,1,2026-01-22 06:37:10
1226,987,18,View,1,2025-11-28 02:25:32
1227,518,16,View,1,2025-12-29 02:59:44
1228,419,16,View,1,2025-12-17 04:06:08
1229,426,15,View,1,2026-01-27 08:18:13
1230,501,6,View,1,2025-12-12 04:28:56
1231,85,19,AddToCart,1,2025-11-24 05:49:12
1232,32,8,View,1,2025-11-19 08:48:00
1233,300,2,Purchase,2,2026-01-21 21:10:55
1234,231,18,Purchase,2,2026-01-15 21:53:14
1235,173,15,View,1,2025-11-19 17:25:55
1236,580,16,View,1,2025-12-21 03:05:57
1237,563,17,Purchase,1,2026-01-22 10:18:11
1238,587,4,View,1,2025-11-06 03:39:39
1239,275,18,View,1,2025-11-22 08:29:04
1240,844,12,View,1,2025-12-16 03:10:26
1241,556,2,AddToCart,1,2025-12-23 17:06:25
1242,779,15,View,1,2025-11-18 06:18:05
1243,560,7,View,1,2026-01-30 22:25:50
1244,436,4,Like,1,2026-01-26 16:10:54
1245,754,8,Purchase,2,2026-01-05 10:29:07
1246,896,2,View,1,2025-12-25 09:40:23
1247,461,9,View,1,2025-12-27 01:13:45
1248,357,3,AddToCart,1,2026-01-14 03:59:13
1249,450,4,View,1,2025-12-05 20:39:27
1250,795,8,View,1,2026-01-20 10:55:05
1251,215,19,View,1,2025-12-22 10:52:01
1252,706,12,Purchase,2,2025-12-04 08:05:24
1253,170,20,View,1,2025-11-29 13:46:17
1254,143,7,AddToCart,1,2025-12-29 18:50:14
1255,834,7,Purchase,1,2026-01-27 13:24:51
1256,584,12,View,1,2025-12-30 08:06:36
1257,546,9,View,1,2025-11-09 20:07:49
1258,612,18,View,1,2025-12-13 21:18:12
1259,173,11,View,1,2025-11-14 19:35:15
1260,721,10,View,1,2026-01-11 06:02:31
1261,297,19,AddToCart,1,2025-11-21 01:34:26
1262,274,17,View,1,2025-11-11 00:51:16
1263,922,4,Purchase,1,2025-11-26 03:02:05
1264,986,14,View,1,2026-01-23 05:17:35
1265,941,2,View,1,2025-11-29 21:29:51
1266,284,5,View,1,2025-12-21 11:22:37
1267,719,5,View,1,2026-01-25 15:54:19
1268,256,5,AddToCart,1,2026-01-05 08:38:42
1269,729,11,View,1,2025-11-14 13:21:33
1270,849,8,View,1,2025-12-18 21:11:50
1271,780,13,View,1,2026-01-16 11:59:15
1272,502,5,View,1,2025-12-07 16:45:57
1273,592,9,View,1,2025-11-30 10:15:56
1274,643,14,View,1,2025-12-10 06:03:43
1275,385,15,Like,1,2025-12-10 04:32:05
1276,78,3,View,1,2025-12-29 14:40:11
1277,413,17,AddToCart,1,2025-12-29 08:00:32
1278,768,9,View,1,2026-02-03 16:18:53
1279,712,12,View,1,2026-01-22 20:26:00
1280,466,16,View,1,2025-11-30 05:28:43
1281,336,19,View,1,2025-12-08 14:51:52
1282,3,3,View,1,2025-11-07 03:10:45
1283,749,15,View,1,2025-12-15 04:25:55
1284,651,12,View,1,2025-11-16 23:27:48
1285,871,3,View,1,2025-12-09 07:03:35
1286,815,18,View,1,2026-01-28 10:04:30
1287,408,7,Like,1,2026-01-10 04:30:34
1288,992,14,View,1,2026-01-03 00:03:14
1289,845,7,View,1,2025-11-24 12:33:56
1290,507,9,View,1,2025-12-31 05:07:35
1291,331,10,View,1,2025-12-31 02:53:27
1292,346,18,View,1,2026-01-07 07:15:21
1293,592,5,View,1,2026-01-07 05:32:40
1294,580,16,View,1,2025-12-27 11:36:42
1295,808,11,View,1,2025-11-22 03:39:52
1296,916,2,View,1,2026-01-19 23:12:42
1297,48,4,View,1,2025-12-02 20:08:46
1298,642,15,View,1,2025-12-09 16:25:25
1299,17,4,View,1,2025-12-06 18:28:29
1300,952,6,View,1,2026-01-09 13:36:45
1301,452,15,AddToCart,1,2025-12-24 18:22:54
1302,1,14,View,1,2025-12-22 12:54:08
1303,208,5,View,1,2026-01-19 10:14:41
1304,904,10,View,1,2026-01-15 17:11:24
1305,163,9,Purchase,1,2025-12-18 14:22:56
1306,671,12,View,1,2026-01-30 13:57:12
1307,257,3,View,1,2025-11-12 19:39:44
1308,381,6,View,1,2025-12-12 04:55:10
1309,54,13,View,1,2026-01-03 18:53:59
1310,641,10,View,1,2025-12-03 00:36:28
1311,744,8,View,1,2025-12-20 05:34:49
1312,440,3,Purchase,1,2026-01-05 12:57:20
1313,2,7,View,1,2025-11-19 06:28:50
1314,489,3,AddToCart,1,2026-01-28 12:08:48
1315,136,19,Like,1,2025-11-21 11:26:20
1316,232,17,View,1,2026-01-06 09:37:14
1317,697,15,View,1,2026-01-22 15:04:37
1318,10,1,View,1,2026-02-03 08:40:36
1319,713,11,View,1,2025-12-07 23:07:53
1320,837,4,View,1,2025-12-16 03:51:48
1321,881,14,Purchase,1,2026-01-05 11:56:00
1322,490,3,AddToCart,1,2026-01-03 15:44:44
1323,235,13,View,1,2025-12-30 16:58:18
1324,92,4,View,1,2025-12-14 12:08:54
1325,106,11,AddToCart,1,2026-01-26 15:02:30
1326,377,10,Like,1,2026-02-01 06:35:35
1327,141,13,AddToCart,1,2025-11-12 03:12:12
1328,793,5,View,1,2025-11-12 21:18:13
1329,657,5,View,1,2025-11-20 22:26:45
1330,71,17,View,1,2025-12-08 13:39:54
1331,577,1,View,1,2025-11-27 08:44:45
1332,625,6,View,1,2025-12-05 15:25:33
1333,451,12,View,1,2025-12-05 23:20:22
1334,740,7,View,1,2026-01-07 14:35:25
1335,644,5,View,1,2025-12-03 11:52:09
1336,942,14,View,1,2026-01-13 04:23:23
1337,631,15,View,1,2025-12-01 04:12:56
1338,881,7,View,1,2026-01-02 23:36:32
1339,89,4,View,1,2026-01-06 19:05:23
1340,144,4,View,1,2025-12-13 14:26:14
1341,604,13,AddToCart,1,2025-12-01 13:00:48
1342,360,14,View,1,2026-01-30 09:25:53
1343,323,5,View,1,2025-12-18 09:38:53
1344,254,9,View,1,2026-01-20 00:45:40
1345,661,3,Purchase,1,2026-01-27 23:26:40
1346,567,20,View,1,2026-02-04 08:27:07
1347,615,20,View,1,2025-12-10 11:11:42
1348,292,1,View,1,2026-01-16 19:40:57
1349,869,10,View,1,2026-01-01 04:34:54
1350,211,17,View,1,2025-12-25 18:49:40
1351,622,17,View,1,2025-12-18 22:12:30
1352,194,13,Purchase,2,2025-12-15 09:37:26
1353,662,2,View,1,2025-11-21 10:50:21
1354,803,8,Purchase,2,2025-11-23 01:26:44
1355,396,4,AddToCart,1,2026-01-27 03:25:03
1356,247,16,View,1,2025-11-07 10:47:21
1357,654,20,Purchase,1,2025-11-17 08:19:25
1358,541,1,View,1,2026-01-14 20:47:32
1359,370,11,View,1,2025-11-27 23:40:50
1360,136,13,View,1,2026-01-08 11:35:02
1361,882,19,View,1,2025-11-29 15:20:23
1362,431,12,View,1,2026-01-16 10:18:53
1363,560,6,View,1,2026-01-12 05:42:06
1364,782,16,View,1,2026-01-16 23:58:47
1365,978,3,View,1,2025-11-12 23:31:26
1366,18,19,View,1,2025-11-25 15:37:36
1367,70,1,View,1,2025-11-21 09:53:21
1368,269,7,View,1,2025-12-13 18:08:34
1369,41,2,View,1,2025-11-15 04:59:19
1370,972,13,AddToCart,1,2025-11-14 11:36:57
1371,519,10,View,1,2025-11-11 09:36:24
1372,644,17,AddToCart,1,2026-02-04 03:50:49
1373,786,14,View,1,2026-01-29 12:27:29
1374,434,13,View,1,2025-12-21 03:33:45
1375,85,18,View,1,2025-12-28 10:54:10
1376,551,20,View,1,2025-11-10 10:22:55
1377,157,9,View,1,2025-11-07 18:23:39
1378,86,10,AddToCart,1,2026-01-19 01:21:55
1379,81,17,View,1,2025-12-13 18:03:57
1380,944,7,AddToCart,1,2025-12-26 01:55:41
1381,998,5,AddToCart,1,2026-01-18 11:31:49
1382,550,11,Purchase,2,2025-11-13 06:56:56
1383,601,3,Purchase,2,2025-11-15 07:07:49
1384,716,14,View,1,2025-11-30 16:31:04
1385,748,8,View,1,2026-01-04 05:14:31
1386,60,8,View,1,2025-11-20 06:46:30
1387,89,14,View,1,2025-11-13 09:25:09
1388,119,15,View,1,2026-01-07 18:49:49
1389,627,20,AddToCart,1,2026-02-03 15:43:14
1390,57,10,View,1,2026-01-30 04:15:26
1391,683,6,View,1,2025-12-13 01:22:02
1392,123,1,View,1,2025-12-05 05:50:44
1393,725,5,View,1,2025-11-27 11:23:52
1394,719,1,View,1,2025-11-29 05:26:07
1395,168,16,Purchase,2,2026-01-15 19:40:35
1396,536,17,View,1,2025-12-02 19:08:10
1397,802,9,View,1,2025-12-18 05:35:54
1398,171,12,View,1,2026-01-05 00:45:55
1399,130,9,View,1,2025-11-17 11:31:13
1400,751,4,View,1,2025-11-17 22:51:27
1401,790,1,View,1,2025-12-26 08:21:29
1402,344,14,View,1,2026-01-25 14:50:51
1403,279,17,View,1,2025-11-21 18:30:18
1404,66,9,View,1,2025-11-07 23:32:08
1405,730,19,View,1,2025-11-08 14:52:36
1406,643,3,View,1,2026-01-08 15:08:28
1407,509,15,View,1,2025-12-09 20:27:36
1408,524,12,View,1,2026-01-27 17:45:51
1409,57,16,Like,1,2026-02-02 01:41:56
1410,880,19,View,1,2025-12-06 18:44:01
1411,171,12,View,1,2026-01-28 02:47:15
1412,162,9,View,1,2025-12-21 10:28:50
1413,792,4,View,1,2025-12-20 13:35:57
1414,916,19,View,1,2026-01-28 18:17:59
1415,691,4,View,1,2025-12-27 16:36:43
1416,234,17,Like,1,2026-02-03 23:20:08
1417,3,2,View,1,2025-12-01 15:43:52
1418,880,1,View,1,2025-12-28 11:09:46
1419,251,2,View,1,2025-12-18 09:31:24
1420,484,12,View,1,2025-11-18 07:48:00
1421,393,5,View,1,2026-01-11 22:32:19
1422,184,2,View,1,2025-12-27 13:35:27
1423,567,14,AddToCart,1,2025-11-22 09:29:05
1424,230,11,View,1,2026-01-01 13:41:44
1425,255,14,View,1,2026-01-02 05:25:54
1426,938,11,Purchase,2,2025-12-19 12:46:58
1427,846,3,View,1,2026-01-05 11:24:25
1428,586,12,Like,1,2026-01-16 22:03:00
1429,123,17,View,1,2026-01-05 22:36:00
1430,690,2,Purchase,1,2026-01-29 09:12:08
1431,229,17,View,1,2025-12-29 23:08:19
1432,48,13,AddToCart,1,2025-12-17 10:31:49
1433,71,15,Like,1,2025-12-26 00:42:34
1434,887,10,View,1,2026-01-06 07:46:13
1435,793,10,Like,1,2026-01-06 07:10:06
1436,336,3,View,1,2025-12-27 00:46:00
1437,567,15,View,1,2025-12-05 06:31:22
1438,9,12,View,1,2026-02-01 10:54:15
1439,206,10,View,1,2025-12-08 21:55:13
1440,578,10,View,1,2025-12-21 23:17:22
1441,758,20,View,1,2025-12-27 14:28:39
1442,249,15,View,1,2025-11-27 06:12:26
1443,378,19,AddToCart,1,2026-01-22 08:03:53
1444,996,16,AddToCart,1,2025-11-13 21:38:08
1445,792,7,View,1,2025-12-18 02:34:07
1446,751,18,View,1,2025-12-05 02:20:40
1447,779,8,View,1,2025-12-10 17:17:47
1448,155,1,View,1,2025-12-15 05:27:51
1449,955,14,View,1,2025-11-30 10:21:14
1450,25,8,View,1,2025-11-20 07:48:28
1451,555,12,View,1,2025-12-04 16:20:09
1452,652,1,Like,1,2025-11-06 05:33:23
1453,974,11,View,1,2025-11-05 05:10:29
1454,2,13,View,1,2025-12-26 00:22:29
1455,870,10,View,1,2026-01-23 08:55:56
1456,107,7,View,1,2026-01-17 19:54:41
1457,543,8,View,1,2026-01-26 12:49:05
1458,430,16,View,1,2025-11-18 10:33:46
1459,985,2,View,1,2025-12-08 14:16:10
1460,996,5,View,1,2025-12-03 01:09:51
1461,729,9,Like,1,2025-12-20 18:16:12
1462,96,2,Purchase,1,2025-12-27 03:49:49
1463,919,17,View,1,2025-11-06 00:20:23
1464,423,12,View,1,2026-01-10 23:34:47
1465,470,3,View,1,2026-02-02 17:34:53
1466,595,4,View,1,2025-12-22 23:14:36
1467,518,5,View,1,2026-01-17 13:20:19
1468,653,13,View,1,2025-12-21 12:36:23
1469,77,19,View,1,2025-12-04 07:06:10
1470,582,2,View,1,2025-11-06 02:14:24
1471,446,5,View,1,2026-01-18 13:33:51
1472,243,10,Like,1,2025-12-16 23:56:48
1473,268,11,Purchase,2,2026-01-21 16:21:08
1474,718,11,AddToCart,1,2025-12-03 15:31:07
1475,326,15,View,1,2026-01-02 04:04:45
1476,279,8,Purchase,1,2025-11-27 15:43:50
1477,967,7,View,1,2026-01-21 13:33:44
1478,140,19,AddToCart,1,2025-11-05 21:46:43
1479,112,5,View,1,2025-12-28 10:23:12
1480,109,6,AddToCart,1,2025-12-11 11:36:47
1481,461,15,View,1,2025-11-23 12:21:43
1482,322,14,Purchase,1,2025-12-15 04:22:25
1483,549,12,Purchase,1,2026-01-29 20:32:46
1484,463,10,View,1,2025-12-29 15:08:45
1485,475,9,View,1,2025-12-17 15:29:28
1486,873,4,Like,1,2025-12-13 12:47:55
1487,93,6,View,1,2025-11-29 11:15:35
1488,827,10,Purchase,1,2025-11-21 01:24:18
1489,221,11,View,1,2026-01-13 14:53:09
1490,152,3,View,1,2026-01-15 18:34:07
1491,729,8,View,1,2026-01-06 22:13:38
1492,992,12,View,1,2025-12-13 01:04:50
1493,406,17,AddToCart,1,2026-01-24 15:20:03
1494,51,10,View,1,2025-12-11 22:35:52
1495,267,6,View,1,2025-11-26 14:58:38
1496,32,13,View,1,2025-11-30 17:44:53
1497,876,15,View,1,2025-11-12 21:31:54
1498,570,18,Purchase,1,2025-12-16 04:50:55
1499,97,15,Like,1,2026-01-04 22:04:04
1500,105,5,View,1,2025-11-28 11:10:45
1501,125,1,AddToCart,1,2025-12-25 08:44:54
1502,64,8,AddToCart,1,2026-01-18 10:27:47
1503,134,7,View,1,2026-01-21 20:59:58
1504,844,13,Like,1,2026-02-01 13:18:25
1505,382,3,View,1,2026-01-03 17:51:25
1506,597,19,View,1,2026-01-22 14:44:44
1507,266,3,Purchase,1,2026-01-11 13:55:16
1508,67,7,View,1,2026-01-10 16:17:14
1509,925,15,AddToCart,1,2025-12-01 14:27:04
1510,829,5,Purchase,1,2025-12-02 20:18:17
1511,927,11,View,1,2026-01-07 03:58:26
1512,126,2,Purchase,2,2026-01-16 08:06:17
1513,52,6,View,1,2025-12-26 20:28:46
1514,947,19,View,1,2026-01-22 17:37:13
1515,444,13,View,1,2025-12-01 07:21:37
1516,509,1,Purchase,2,2025-12-15 07:05:43
1517,700,14,View,1,2025-11-23 11:01:58
1518,177,12,View,1,2026-01-27 01:43:01
1519,220,6,View,1,2025-11-11 20:29:32
1520,282,9,AddToCart,1,2025-11-22 21:59:57
1521,457,5,View,1,2025-11-18 11:19:00
1522,36,20,View,1,2025-12-03 07:45:56
1523,635,20,View,1,2025-11-15 22:06:31
1524,252,10,View,1,2026-01-06 01:01:38
1525,511,14,AddToCart,1,2025-12-19 09:59:09
1526,904,18,View,1,2026-01-04 04:22:24
1527,491,2,View,1,2025-12-19 03:59:01
1528,90,9,Like,1,2025-12-01 15:04:41
1529,393,5,View,1,2026-01-12 05:10:45
1530,430,7,Like,1,2026-01-04 16:04:52
1531,659,17,View,1,2025-12-22 23:23:36
1532,256,18,AddToCart,1,2025-11-23 10:32:27
1533,814,1,View,1,2025-12-06 08:06:49
1534,392,12,View,1,2025-11-07 02:09:15
1535,492,18,AddToCart,1,2025-11-19 23:29:35
1536,801,16,AddToCart,1,2025-11-10 00:36:38
1537,353,19,AddToCart,1,2025-12-27 03:31:54
1538,515,11,View,1,2025-11-07 08:31:42
1539,398,9,AddToCart,1,2025-11-23 06:13:32
1540,185,1,AddToCart,1,2025-11-15 03:16:27
1541,327,20,View,1,2025-12-02 14:20:03
1542,225,1,AddToCart,1,2025-12-01 08:13:47
1543,918,9,AddToCart,1,2025-11-17 08:19:19
1544,60,16,View,1,2026-01-13 15:29:13
1545,543,12,View,1,2025-12-17 18:32:40
1546,786,19,View,1,2026-01-14 19:14:31
1547,239,6,View,1,2025-11-06 00:04:35
1548,103,8,View,1,2025-11-27 19:26:51
1549,673,8,View,1,2025-11-13 23:08:02
1550,273,18,View,1,2025-11-19 20:04:41
1551,836,2,View,1,2025-11-06 15:16:15
1552,783,8,View,1,2025-12-23 03:05:00
1553,590,13,AddToCart,1,2025-11-26 07:02:40
1554,364,6,Purchase,1,2025-12-08 09:40:27
1555,243,19,View,1,2025-12-16 00:11:49
1556,326,12,Like,1,2025-12-05 10:59:09
1557,936,19,View,1,2026-01-20 11:49:56
1558,29,12,View,1,2026-01-21 19:50:31
1559,971,19,View,1,2025-12-23 14:18:21
1560,578,5,View,1,2025-12-11 06:22:39
1561,577,7,AddToCart,1,2025-12-20 05:25:22
1562,857,16,AddToCart,1,2026-01-11 20:56:07
1563,556,10,View,1,2026-01-21 01:06:46
1564,180,16,View,1,2025-11-08 06:54:45
1565,39,3,View,1,2025-12-07 06:29:41
1566,58,8,View,1,2025-11-12 23:53:35
1567,617,8,View,1,2026-01-26 02:33:54
1568,21,17,View,1,2026-01-17 01:54:48
1569,490,1,AddToCart,1,2025-11-19 09:22:08
1570,340,20,Purchase,1,2025-11-10 15:32:18
1571,826,5,View,1,2025-12-01 01:57:29
1572,349,6,Purchase,2,2026-01-19 12:21:43
1573,61,1,View,1,2025-12-13 07:22:07
1574,152,19,View,1,2025-11-12 03:17:53
1575,722,5,View,1,2025-12-27 22:41:19
1576,793,4,View,1,2025-12-20 20:28:52
1577,867,17,Like,1,2025-11-22 20:07:37
1578,882,12,View,1,2025-11-23 20:48:00
1579,984,3,View,1,2026-01-31 04:05:22
1580,383,13,View,1,2026-01-25 21:53:18
1581,601,4,View,1,2025-11-29 11:41:13
1582,345,10,Purchase,2,2026-01-23 13:17:30
1583,140,6,View,1,2025-12-12 06:05:58
1584,750,14,View,1,2026-01-24 14:55:36
1585,811,16,View,1,2025-11-06 10:21:21
1586,665,11,View,1,2025-11-17 01:09:02
1587,179,18,View,1,2026-01-18 18:52:07
1588,711,20,View,1,2026-01-13 14:17:26
1589,806,12,View,1,2025-11-29 09:05:02
1590,229,19,AddToCart,1,2025-12-12 13:36:13
1591,835,6,AddToCart,1,2026-01-19 02:02:41
1592,388,10,AddToCart,1,2025-12-18 05:08:00
1593,752,10,View,1,2025-11-29 04:53:21
1594,131,6,View,1,2026-01-15 19:44:11
1595,747,1,View,1,2025-11-08 11:02:39
1596,972,19,AddToCart,1,2025-11-24 13:04:56
1597,401,19,View,1,2025-12-19 22:46:56
1598,34,6,View,1,2026-01-15 14:23:09
1599,617,11,View,1,2026-01-19 01:30:37
1600,944,20,View,1,2025-11-14 07:54:11
1601,227,19,View,1,2025-12-25 19:18:06
1602,107,16,View,1,2026-01-08 20:52:14
1603,145,11,AddToCart,1,2025-11-25 10:40:36
1604,764,3,View,1,2025-12-21 02:43:23
1605,244,12,View,1,2025-12-12 23:40:54
1606,328,6,View,1,2026-01-10 08:50:07
1607,652,3,View,1,2025-12-05 12:13:38
1608,842,11,View,1,2026-02-04 02:29:57
1609,458,1,AddToCart,1,2025-12-06 13:45:05
1610,272,7,View,1,2025-11-20 14:33:04
1611,256,3,AddToCart,1,2026-01-05 07:01:07
1612,359,9,View,1,2026-01-14 21:52:30
1613,806,4,View,1,2025-11-09 07:15:36
1614,738,1,AddToCart,1,2026-01-16 12:17:37
1615,50,13,View,1,2026-02-04 05:18:31
1616,449,14,View,1,2025-12-28 13:34:25
1617,993,6,View,1,2025-12-25 18:48:21
1618,906,14,View,1,2025-11-17 01:34:12
1619,505,13,AddToCart,1,2025-11-29 19:13:16
1620,360,18,View,1,2025-12-21 22:18:21
1621,385,4,AddToCart,1,2026-01-06 04:49:09
1622,849,16,Purchase,1,2025-12-04 05:14:40
1623,167,15,View,1,2025-11-24 12:01:09
1624,76,2,Purchase,2,2025-12-10 04:48:52
1625,21,11,View,1,2026-01-30 09:01:48
1626,268,4,Like,1,2025-11-10 06:19:56
1627,76,11,View,1,2026-01-28 01:25:40
1628,175,13,View,1,2026-01-08 22:28:16
1629,165,3,View,1,2025-11-26 08:26:35
1630,561,3,View,1,2025-11-16 04:06:07
1631,347,20,View,1,2025-11-28 02:47:59
1632,629,16,AddToCart,1,2026-01-05 15:44:40
1633,722,1,View,1,2025-12-17 08:37:46
1634,442,6,View,1,2025-12-06 17:07:51
1635,622,14,AddToCart,1,2025-11-06 16:04:12
1636,161,2,View,1,2025-11-21 10:56:15
1637,104,11,Like,1,2026-01-21 08:01:24
1638,211,7,AddToCart,1,2025-12-02 00:19:10
1639,420,18,Like,1,2025-12-31 23:24:07
1640,740,18,AddToCart,1,2025-11-16 19:45:48
1641,272,10,View,1,2025-12-13 15:15:35
1642,305,8,View,1,2026-01-20 19:47:52
1643,99,2,AddToCart,1,2025-11-28 19:23:56
1644,403,19,View,1,2025-11-06 01:46:04
1645,563,16,View,1,2025-11-09 06:48:40
1646,158,2,View,1,2025-12-31 14:58:02
1647,370,1,Like,1,2026-01-20 06:35:21
1648,438,3,View,1,2026-01-11 06:31:37
1649,302,20,View,1,2025-12-21 08:25:14
1650,492,7,View,1,2026-01-11 01:03:47
1651,100,1,View,1,2026-01-02 02:14:06
1652,212,6,View,1,2025-11-20 06:07:01
1653,654,10,View,1,2025-12-11 06:22:52
1654,84,16,View,1,2026-01-19 01:02:48
1655,865,4,AddToCart,1,2025-11-13 21:27:46
1656,316,13,View,1,2025-11-29 08:31:28
1657,483,16,AddToCart,1,2025-11-20 12:25:25
1658,917,9,Purchase,1,2025-12-23 17:51:21
1659,658,18,View,1,2025-11-14 01:56:26
1660,397,6,View,1,2026-01-10 19:19:35
1661,380,13,View,1,2026-01-04 06:30:24
1662,379,6,Purchase,2,2025-12-08 01:32:25
1663,46,9,View,1,2026-02-03 13:59:40
1664,451,15,View,1,2026-01-17 22:51:47
1665,270,8,View,1,2026-01-04 21:37:25
1666,858,9,View,1,2025-11-11 00:53:30
1667,578,2,View,1,2025-11-11 00:14:45
1668,155,4,View,1,2025-12-09 17:22:33
1669,88,12,AddToCart,1,2026-01-06 18:55:41
1670,828,18,View,1,2025-11-20 03:36:56
1671,424,19,View,1,2026-01-12 07:10:21
1672,233,18,View,1,2025-12-27 06:45:12
1673,63,13,AddToCart,1,2026-01-21 01:12:35
1674,839,17,View,1,2025-11-15 15:12:01
1675,429,18,Purchase,2,2025-11-17 10:09:32
1676,587,8,View,1,2025-12-22 13:42:57
1677,488,10,View,1,2025-11-27 19:07:51
1678,81,13,View,1,2025-12-05 23:00:58
1679,925,2,View,1,2025-12-29 10:00:37
1680,515,19,View,1,2026-01-20 18:26:31
1681,923,17,View,1,2026-01-06 19:05:37
1682,820,19,AddToCart,1,2026-01-17 16:11:33
1683,694,20,View,1,2025-12-08 22:16:07
1684,151,4,View,1,2026-01-22 09:58:11
1685,973,15,View,1,2026-01-30 18:59:41
1686,178,6,View,1,2025-12-17 19:14:55
1687,996,7,View,1,2026-01-15 09:24:48
1688,828,7,View,1,2025-11-23 22:36:05
1689,130,2,View,1,2025-11-07 06:42:55
1690,434,3,View,1,2026-01-11 03:01:42
1691,700,14,View,1,2025-12-11 21:13:30
1692,207,5,View,1,2025-12-09 23:33:01
1693,855,20,View,1,2026-01-14 12:55:55
1694,265,11,View,1,2025-11-18 06:54:30
1695,933,3,Like,1,2025-11-29 13:07:27
1696,90,13,View,1,2026-01-31 10:59:47
1697,570,13,View,1,2025-11-09 00:58:28
1698,566,11,View,1,2025-12-22 07:47:44
1699,878,9,AddToCart,1,2026-01-12 19:31:03
1700,533,15,AddToCart,1,2025-12-17 16:24:31
1701,940,1,View,1,2025-12-29 11:34:54
1702,806,20,Like,1,2025-12-03 19:41:40
1703,602,17,View,1,2025-12-27 21:37:18
1704,801,14,View,1,2026-01-11 21:10:31
1705,116,14,AddToCart,1,2025-12-22 18:57:24
1706,154,5,AddToCart,1,2025-11-23 15:10:10
1707,581,19,View,1,2025-12-30 05:28:13
1708,597,4,View,1,2025-11-23 07:49:53
1709,948,4,View,1,2025-12-27 23:41:14
1710,577,4,View,1,2025-12-08 23:04:37
1711,805,10,AddToCart,1,2025-12-06 15:11:26
1712,889,18,View,1,2026-01-15 07:34:51
1713,902,12,View,1,2025-12-20 16:23:54
1714,899,14,View,1,2025-12-01 22:30:43
1715,271,13,View,1,2026-01-28 10:45:30
1716,671,16,View,1,2026-01-24 22:08:40
1717,586,20,View,1,2026-01-02 07:59:06
1718,485,2,Like,1,2026-02-01 23:50:18
1719,177,9,AddToCart,1,2026-01-27 18:12:42
1720,413,5,View,1,2025-12-29 01:05:08
1721,634,20,Purchase,2,2025-11-20 18:35:13
1722,40,13,AddToCart,1,2025-11-11 21:27:13
1723,911,11,AddToCart,1,2025-12-26 18:35:58
1724,708,8,View,1,2025-11-20 06:11:42
1725,51,16,View,1,2025-12-18 20:06:02
1726,943,9,View,1,2025-12-03 21:55:37
1727,919,12,View,1,2026-01-23 18:20:36
1728,21,11,View,1,2025-11-30 18:36:28
1729,838,10,View,1,2025-12-27 18:59:35
1730,319,9,View,1,2025-12-10 20:23:39
1731,864,16,AddToCart,1,2025-12-19 07:02:25
1732,879,4,View,1,2025-11-05 06:38:13
1733,996,8,View,1,2026-01-19 12:58:46
1734,138,10,Like,1,2026-01-06 03:40:05
1735,998,15,Purchase,2,2025-12-24 07:55:36
1736,276,14,AddToCart,1,2025-12-12 00:11:42
1737,620,3,Like,1,2026-01-15 10:30:22
1738,193,15,View,1,2025-11-23 05:17:09
1739,217,14,Like,1,2026-01-29 22:20:28
1740,759,16,View,1,2025-11-07 00:34:48
1741,778,17,View,1,2026-01-04 09:02:45
1742,889,12,View,1,2026-01-27 09:31:00
1743,841,2,View,1,2025-12-10 13:18:59
1744,528,6,View,1,2026-01-19 13:12:33
1745,68,10,View,1,2026-01-04 10:07:27
1746,727,17,AddToCart,1,2025-11-28 09:22:21
1747,414,5,View,1,2025-12-06 08:13:52
1748,800,17,View,1,2026-01-14 05:01:11
1749,901,19,AddToCart,1,2025-11-11 08:33:24
1750,30,6,View,1,2026-01-08 02:53:06
1751,198,7,View,1,2025-12-27 12:49:09
1752,858,2,View,1,2026-01-23 17:29:02
1753,256,2,View,1,2025-12-12 19:52:43
1754,468,2,View,1,2025-11-23 15:23:15
1755,941,12,Purchase,1,2025-12-26 02:07:50
1756,281,12,View,1,2026-01-10 12:59:14
1757,844,15,View,1,2025-12-23 12:19:59
1758,518,13,Purchase,1,2026-01-18 13:14:58
1759,698,1,AddToCart,1,2025-12-28 17:58:22
1760,248,12,View,1,2025-11-20 04:06:43
1761,501,20,View,1,2026-01-03 17:26:40
1762,457,6,View,1,2025-12-02 16:41:53
1763,984,16,View,1,2025-12-06 12:40:20
1764,601,18,View,1,2025-12-14 23:52:24
1765,359,12,View,1,2026-01-06 10:22:26
1766,168,9,Like,1,2025-12-06 11:19:48
1767,767,3,View,1,2025-11-15 22:21:35
1768,292,1,View,1,2025-11-14 13:15:11
1769,396,2,View,1,2025-12-26 00:06:19
1770,167,19,View,1,2026-01-08 04:17:13
1771,799,7,View,1,2025-11-11 16:20:06
1772,878,8,View,1,2025-11-09 10:58:05
1773,663,8,AddToCart,1,2026-01-25 07:06:04
1774,694,7,View,1,2026-02-04 06:11:27
1775,276,14,View,1,2025-11-17 19:21:20
1776,526,1,View,1,2025-11-22 13:13:05
1777,886,1,View,1,2026-01-29 00:20:43
1778,486,5,View,1,2025-11-08 05:49:58
1779,663,6,View,1,2025-11-24 19:50:16
1780,616,1,View,1,2025-11-15 14:24:58
1781,230,9,View,1,2025-12-22 07:57:16
1782,623,10,AddToCart,1,2025-11-23 19:27:31
1783,730,9,Like,1,2025-11-14 19:04:20
1784,434,13,AddToCart,1,2025-11-08 07:05:56
