interaction_id,user_id,product_id,interaction_type,quantity,interaction_time,weight
4250,577,20,view,1,2025-11-27 18:19:25,1
835,164,13,addtocart,1,2025-11-27 18:45:14,3
1677,488,10,view,1,2025-11-27 19:07:51,1
2694,357,11,view,1,2025-11-27 19:14:25,1
1548,103,8,view,1,2025-11-27 19:26:51,1
4861,770,3,view,1,2025-11-27 19:35:08,1
3728,168,14,addtocart,1,2025-11-27 19:51:21,3
1953,107,14,addtocart,1,2025-11-27 19:52:31,3
2111,793,20,view,1,2025-11-27 21:01:47,1
3424,411,2,addtocart,1,2025-11-27 21:25:49,3
607,658,3,view,1,2025-11-27 22:15:45,1
465,396,3,like,1,2025-11-27 23:27:39,2
1359,370,11,view,1,2025-11-27 23:40:50,1
1108,469,4,purchase,1,2025-11-28 00:13:34,5
3176,701,15,like,1,2025-11-28 01:06:41,2
3930,676,18,purchase,2,2025-11-28 01:14:54,5
3869,418,10,view,1,2025-11-28 02:02:19,1
1226,987,18,view,1,2025-11-28 02:25:32,1
1631,347,20,view,1,2025-11-28 02:47:59,1
3075,117,11,view,1,2025-11-28 03:14:22,1
3376,89,20,view,1,2025-11-28 03:20:10,1
2232,745,3,view,1,2025-11-28 03:21:24,1
3251,217,6,view,1,2025-11-28 04:37:38,1
3948,254,8,addtocart,1,2025-11-28 05:29:08,3
1196,469,4,view,1,2025-11-28 05:32:02,1
114,301,12,view,1,2025-11-28 06:35:50,1
2824,781,5,view,1,2025-11-28 06:42:23,1
2565,107,9,view,1,2025-11-28 07:15:23,1
4308,215,16,view,1,2025-11-28 07:19:10,1
3396,183,16,addtocart,1,2025-11-28 07:25:03,3
3692,819,19,view,1,2025-11-28 08:40:14,1
3054,589,20,view,1,2025-11-28 08:52:50,1
4156,263,3,view,1,2025-11-28 09:00:52,1
1746,727,17,addtocart,1,2025-11-28 09:22:21,3
577,293,16,view,1,2025-11-28 09:35:32,1
4072,932,13,addtocart,1,2025-11-28 10:00:56,3
3849,872,16,addtocart,1,2025-11-28 10:27:41,3
982,389,19,addtocart,1,2025-11-28 10:28:05,3
1500,105,5,view,1,2025-11-28 11:10:45,1
245,330,20,addtocart,1,2025-11-28 13:00:39,3
2264,685,7,view,1,2025-11-28 13:02:27,1
4060,901,5,view,1,2025-11-28 13:23:32,1
1898,211,1,view,1,2025-11-28 13:53:02,1
3471,346,13,purchase,2,2025-11-28 16:23:15,5
4740,239,20,view,1,2025-11-28 16:26:50,1
1110,972,13,like,1,2025-11-28 16:59:32,2
2075,150,2,view,1,2025-11-28 17:35:41,1
3742,774,5,view,1,2025-11-28 18:27:04,1
2123,905,7,view,1,2025-11-28 19:18:11,1
1643,99,2,addtocart,1,2025-11-28 19:23:56,3
1048,307,6,addtocart,1,2025-11-28 19:49:38,3
3807,320,12,view,1,2025-11-28 20:41:35,1
700,47,2,view,1,2025-11-28 20:45:09,1
3056,630,19,view,1,2025-11-28 20:48:04,1
251,302,15,addtocart,1,2025-11-28 21:07:05,3
2577,958,9,view,1,2025-11-28 23:10:57,1
4524,561,12,view,1,2025-11-28 23:16:10,1
2935,705,16,view,1,2025-11-28 23:26:37,1
3286,880,9,view,1,2025-11-29 00:23:25,1
2428,302,11,view,1,2025-11-29 01:31:57,1
491,299,14,view,1,2025-11-29 02:35:21,1
2074,294,9,view,1,2025-11-29 02:45:14,1
4027,987,16,view,1,2025-11-29 03:42:21,1
2396,969,6,like,1,2025-11-29 04:00:27,2
1593,752,10,view,1,2025-11-29 04:53:21,1
2216,173,1,view,1,2025-11-29 05:25:30,1
1394,719,1,view,1,2025-11-29 05:26:07,1
4028,802,1,view,1,2025-11-29 06:26:56,1
6,966,9,view,1,2025-11-29 07:23:52,1
1080,105,5,addtocart,1,2025-11-29 07:26:30,3
1656,316,13,view,1,2025-11-29 08:31:28,1
1849,500,11,view,1,2025-11-29 08:37:10,1
1589,806,12,view,1,2025-11-29 09:05:02,1
1117,491,11,view,1,2025-11-29 10:47:32,1
1952,966,6,view,1,2025-11-29 11:10:06,1
1487,93,6,view,1,2025-11-29 11:15:35,1
1581,601,4,view,1,2025-11-29 11:41:13,1
2491,104,11,view,1,2025-11-29 11:41:37,1
1041,48,3,purchase,2,2025-11-29 11:49:53,5
88,989,19,view,1,2025-11-29 12:48:33,1
3596,395,11,view,1,2025-11-29 12:53:30,1
454,292,3,view,1,2025-11-29 13:06:15,1
4891,802,13,addtocart,1,2025-11-29 13:06:34,3
1695,933,3,like,1,2025-11-29 13:07:27,2
1253,170,20,view,1,2025-11-29 13:46:17,1
135,468,10,view,1,2025-11-29 14:37:37,1
3908,637,20,view,1,2025-11-29 14:43:19,1
647,162,15,view,1,2025-11-29 15:11:54,1
1361,882,19,view,1,2025-11-29 15:20:23,1
3500,626,2,view,1,2025-11-29 15:55:13,1
327,297,11,view,1,2025-11-29 15:56:52,1
3352,274,4,view,1,2025-11-29 16:16:52,1
434,739,15,view,1,2025-11-29 17:53:26,1
4706,756,8,view,1,2025-11-29 18:31:18,1
2553,424,6,view,1,2025-11-29 18:45:03,1
1619,505,13,addtocart,1,2025-11-29 19:13:16,3
3534,756,14,view,1,2025-11-29 19:16:30,1
869,406,9,view,1,2025-11-29 19:58:00,1
892,775,1,view,1,2025-11-29 20:18:16,1
1907,117,4,like,1,2025-11-29 21:01:49,2
1265,941,2,view,1,2025-11-29 21:29:51,1
2724,539,20,view,1,2025-11-29 21:47:43,1
832,710,8,view,1,2025-11-29 22:01:46,1
180,336,20,view,1,2025-11-29 23:11:25,1
3463,927,10,like,1,2025-11-29 23:57:16,2
2165,444,11,view,1,2025-11-30 00:12:58,1
1795,306,4,view,1,2025-11-30 01:20:23,1
1954,934,19,view,1,2025-11-30 02:03:04,1
261,409,14,view,1,2025-11-30 02:51:32,1
3358,533,11,view,1,2025-11-30 03:42:36,1
3552,114,15,view,1,2025-11-30 04:35:51,1
2238,788,19,like,1,2025-11-30 05:23:46,2
1035,580,4,view,1,2025-11-30 05:25:43,1
1280,466,16,view,1,2025-11-30 05:28:43,1
844,383,14,view,1,2025-11-30 05:41:19,1
1061,407,11,view,1,2025-11-30 05:43:23,1
4539,397,8,view,1,2025-11-30 05:56:14,1
3006,784,9,view,1,2025-11-30 06:15:59,1
3563,606,16,purchase,2,2025-11-30 06:41:58,5
715,307,16,view,1,2025-11-30 06:44:53,1
334,854,12,like,1,2025-11-30 07:39:11,2
2149,886,14,addtocart,1,2025-11-30 07:40:35,3
3589,25,15,view,1,2025-11-30 08:27:54,1
4552,776,2,view,1,2025-11-30 09:43:31,1
2675,703,20,view,1,2025-11-30 10:00:41,1
1192,771,3,purchase,1,2025-11-30 10:06:22,5
1273,592,9,view,1,2025-11-30 10:15:56,1
1449,955,14,view,1,2025-11-30 10:21:14,1
4279,17,4,purchase,2,2025-11-30 10:49:16,5
4315,171,5,view,1,2025-11-30 11:45:09,1
3329,744,6,view,1,2025-11-30 11:50:11,1
550,282,2,view,1,2025-11-30 12:14:23,1
1022,983,13,view,1,2025-11-30 13:23:03,1
3373,974,20,view,1,2025-11-30 13:43:21,1
870,837,1,addtocart,1,2025-11-30 13:50:22,3
4931,584,15,view,1,2025-11-30 14:41:03,1
1384,716,14,view,1,2025-11-30 16:31:04,1
2052,648,7,view,1,2025-11-30 16:45:50,1
3430,664,7,addtocart,1,2025-11-30 16:55:15,3
4507,379,4,view,1,2025-11-30 17:02:30,1
1195,334,7,view,1,2025-11-30 17:26:32,1
1496,32,13,view,1,2025-11-30 17:44:53,1
938,571,17,addtocart,1,2025-11-30 18:00:30,3
527,887,11,view,1,2025-11-30 18:20:27,1
632,675,20,view,1,2025-11-30 18:31:50,1
1728,21,11,view,1,2025-11-30 18:36:28,1
1079,780,9,like,1,2025-11-30 18:36:32,2
4988,169,9,purchase,1,2025-11-30 18:42:19,5
175,599,13,view,1,2025-11-30 20:40:57,1
605,76,5,view,1,2025-11-30 20:57:23,1
3409,956,2,view,1,2025-11-30 21:02:46,1
751,965,10,view,1,2025-11-30 21:20:15,1
3565,748,14,view,1,2025-11-30 21:40:25,1
1948,707,16,view,1,2025-11-30 22:25:36,1
1112,390,11,view,1,2025-11-30 23:23:56,1
1829,229,10,view,1,2025-12-01 00:21:18,1
2077,772,18,purchase,1,2025-12-01 01:23:01,5
3610,376,6,view,1,2025-12-01 01:48:07,1
1571,826,5,view,1,2025-12-01 01:57:29,1
2339,535,14,view,1,2025-12-01 02:47:40,1
82,45,11,view,1,2025-12-01 03:03:51,1
3460,719,5,view,1,2025-12-01 03:19:10,1
4175,444,5,view,1,2025-12-01 03:56:56,1
1337,631,15,view,1,2025-12-01 04:12:56,1
1515,444,13,view,1,2025-12-01 07:21:37,1
1098,276,10,view,1,2025-12-01 07:57:06,1
1542,225,1,addtocart,1,2025-12-01 08:13:47,3
3254,394,12,view,1,2025-12-01 08:21:32,1
1197,269,16,view,1,2025-12-01 08:43:35,1
3977,305,19,view,1,2025-12-01 09:23:37,1
4115,187,13,view,1,2025-12-01 09:36:53,1
2376,754,5,addtocart,1,2025-12-01 09:46:33,3
1224,497,5,view,1,2025-12-01 09:59:12,1
3459,47,8,view,1,2025-12-01 10:51:55,1
3845,988,10,view,1,2025-12-01 12:19:07,1
2929,190,1,view,1,2025-12-01 12:33:25,1
1341,604,13,addtocart,1,2025-12-01 13:00:48,3
2173,806,10,view,1,2025-12-01 13:05:28,1
2181,303,5,view,1,2025-12-01 13:09:31,1
4597,30,14,view,1,2025-12-01 13:30:18,1
2819,764,2,addtocart,1,2025-12-01 13:35:41,3
1509,925,15,addtocart,1,2025-12-01 14:27:04,3
1528,90,9,like,1,2025-12-01 15:04:41,2
1417,3,2,view,1,2025-12-01 15:43:52,1
3457,501,1,view,1,2025-12-01 16:08:31,1
2914,441,5,like,1,2025-12-01 16:17:25,2
4565,883,1,purchase,2,2025-12-01 16:19:40,5
4872,392,1,view,1,2025-12-01 17:01:57,1
4474,307,10,addtocart,1,2025-12-01 17:51:44,3
629,657,6,view,1,2025-12-01 18:14:59,1
7,513,18,view,1,2025-12-01 18:29:03,1
2917,326,3,addtocart,1,2025-12-01 18:34:48,3
2328,536,17,view,1,2025-12-01 18:57:03,1
3797,227,7,view,1,2025-12-01 19:10:40,1
2647,395,15,view,1,2025-12-01 20:24:04,1
1147,171,20,view,1,2025-12-01 21:08:02,1
3356,752,19,view,1,2025-12-01 22:15:44,1
1714,899,14,view,1,2025-12-01 22:30:43,1
877,957,16,view,1,2025-12-01 23:03:44,1
2234,870,17,view,1,2025-12-01 23:48:09,1
987,990,16,addtocart,1,2025-12-01 23:56:21,3
4220,465,9,view,1,2025-12-01 23:57:11,1
1933,873,10,view,1,2025-12-01 23:59:11,1
1638,211,7,addtocart,1,2025-12-02 00:19:10,3
3543,397,12,view,1,2025-12-02 00:58:49,1
3886,610,13,purchase,1,2025-12-02 01:04:50,5
1013,549,10,purchase,1,2025-12-02 01:16:10,5
2907,556,5,view,1,2025-12-02 01:36:00,1
498,558,17,view,1,2025-12-02 01:40:13,1
4179,766,12,view,1,2025-12-02 02:45:19,1
4528,580,15,view,1,2025-12-02 02:55:21,1
3556,619,6,view,1,2025-12-02 03:05:11,1
4730,912,3,purchase,1,2025-12-02 03:17:31,5
3351,344,9,addtocart,1,2025-12-02 04:23:40,3
4396,781,17,view,1,2025-12-02 04:34:38,1
2580,182,19,view,1,2025-12-02 05:00:35,1
4866,525,20,view,1,2025-12-02 05:57:17,1
4885,257,10,view,1,2025-12-02 06:49:20,1
173,466,12,view,1,2025-12-02 07:20:18,1
4021,433,2,view,1,2025-12-02 07:28:31,1
3278,949,18,view,1,2025-12-02 08:03:23,1
1213,393,14,view,1,2025-12-02 08:32:37,1
2245,751,10,addtocart,1,2025-12-02 09:51:31,3
1153,101,9,addtocart,1,2025-12-02 10:01:41,3
2795,799,2,view,1,2025-12-02 10:28:45,1
3985,487,14,view,1,2025-12-02 10:48:54,1
520,908,2,purchase,2,2025-12-02 10:50:32,5
672,518,15,purchase,1,2025-12-02 11:17:35,5
3355,792,8,view,1,2025-12-02 11:40:19,1
4611,551,14,view,1,2025-12-02 12:42:39,1
369,885,11,view,1,2025-12-02 12:56:34,1
2723,585,13,purchase,2,2025-12-02 13:11:51,5
4753,927,19,view,1,2025-12-02 13:44:02,1
1541,327,20,view,1,2025-12-02 14:20:03,1
3173,582,5,view,1,2025-12-02 14:33:18,1
3030,166,10,view,1,2025-12-02 14:40:02,1
264,321,9,view,1,2025-12-02 15:59:56,1
1762,457,6,view,1,2025-12-02 16:41:53,1
839,655,10,purchase,2,2025-12-02 17:01:08,5
2933,237,1,view,1,2025-12-02 17:01:17,1
3499,961,6,view,1,2025-12-02 17:05:23,1
729,152,8,addtocart,1,2025-12-02 17:27:24,3
4805,737,6,view,1,2025-12-02 17:49:21,1
3833,30,3,view,1,2025-12-02 18:06:08,1
2168,657,20,view,1,2025-12-02 18:45:33,1
1396,536,17,view,1,2025-12-02 19:08:10,1
2611,433,8,view,1,2025-12-02 19:36:51,1
4289,81,20,view,1,2025-12-02 19:37:05,1
4996,11,9,view,1,2025-12-02 19:44:51,1
1915,41,18,view,1,2025-12-02 19:51:04,1
1004,62,20,view,1,2025-12-02 19:52:41,1
1297,48,4,view,1,2025-12-02 20:08:46,1
4427,925,19,like,1,2025-12-02 20:14:36,2
1510,829,5,purchase,1,2025-12-02 20:18:17,5
3905,996,6,purchase,2,2025-12-02 21:12:30,5
467,29,11,like,1,2025-12-02 21:22:38,2
4297,890,20,view,1,2025-12-02 21:37:57,1
2448,255,10,addtocart,1,2025-12-02 23:11:20,3
67,274,1,view,1,2025-12-02 23:13:12,1
968,904,16,view,1,2025-12-02 23:24:11,1
951,193,19,view,1,2025-12-03 00:28:53,1
1310,641,10,view,1,2025-12-03 00:36:28,1
2906,338,15,view,1,2025-12-03 00:42:37,1
86,988,2,view,1,2025-12-03 00:49:20,1
1460,996,5,view,1,2025-12-03 01:09:51,1
3343,950,15,addtocart,1,2025-12-03 01:17:20,3
2670,705,20,view,1,2025-12-03 02:09:16,1
1081,90,6,view,1,2025-12-03 02:23:34,1
120,625,13,view,1,2025-12-03 03:12:22,1
2130,118,12,addtocart,1,2025-12-03 03:18:52,3
4517,146,19,addtocart,1,2025-12-03 03:19:26,3
4283,427,10,view,1,2025-12-03 04:23:22,1
4796,569,4,addtocart,1,2025-12-03 04:40:50,3
4216,858,11,view,1,2025-12-03 04:55:01,1
3203,349,7,view,1,2025-12-03 05:08:45,1
4443,715,12,view,1,2025-12-03 05:31:33,1
2543,870,3,view,1,2025-12-03 05:52:01,1
3436,499,3,view,1,2025-12-03 05:53:40,1
3318,379,6,view,1,2025-12-03 06:51:52,1
4488,488,7,view,1,2025-12-03 07:27:29,1
1522,36,20,view,1,2025-12-03 07:45:56,1
2039,621,11,view,1,2025-12-03 08:12:11,1
4354,854,12,view,1,2025-12-03 08:18:22,1
363,157,3,view,1,2025-12-03 08:19:40,1
4572,555,6,view,1,2025-12-03 08:22:26,1
3662,292,15,view,1,2025-12-03 08:36:45,1
2696,282,20,view,1,2025-12-03 09:50:45,1
37,474,14,view,1,2025-12-03 10:03:32,1
4816,829,12,view,1,2025-12-03 10:04:55,1
451,54,16,view,1,2025-12-03 10:13:46,1
566,588,5,view,1,2025-12-03 11:02:12,1
2441,70,13,view,1,2025-12-03 11:27:24,1
1335,644,5,view,1,2025-12-03 11:52:09,1
3129,397,17,view,1,2025-12-03 12:12:42,1
4244,926,20,purchase,1,2025-12-03 12:14:36,5
4573,293,5,addtocart,1,2025-12-03 12:35:11,3
3338,240,13,purchase,2,2025-12-03 12:47:39,5
4197,505,4,addtocart,1,2025-12-03 13:59:07,3
2190,313,7,addtocart,1,2025-12-03 14:31:25,3
2641,74,18,view,1,2025-12-03 15:18:33,1
1474,718,11,addtocart,1,2025-12-03 15:31:07,3
4231,561,20,view,1,2025-12-03 16:05:39,1
4926,391,7,addtocart,1,2025-12-03 17:00:40,3
230,272,2,view,1,2025-12-03 17:02:15,1
10,41,14,view,1,2025-12-03 18:26:01,1
160,851,6,view,1,2025-12-03 18:26:36,1
3160,30,16,view,1,2025-12-03 18:27:35,1
1030,58,1,view,1,2025-12-03 18:36:58,1
2452,954,6,view,1,2025-12-03 19:00:26,1
3535,891,7,view,1,2025-12-03 19:21:16,1
3317,675,15,addtocart,1,2025-12-03 19:28:10,3
1702,806,20,like,1,2025-12-03 19:41:40,2
389,462,4,like,1,2025-12-03 20:18:33,2
94,77,16,view,1,2025-12-03 20:41:13,1
3997,591,16,view,1,2025-12-03 20:44:10,1
4351,135,10,addtocart,1,2025-12-03 21:39:26,3
1726,943,9,view,1,2025-12-03 21:55:37,1
4071,398,1,view,1,2025-12-03 22:12:05,1
277,992,10,view,1,2025-12-03 23:42:03,1
4112,847,11,purchase,2,2025-12-04 00:03:53,5
392,517,6,view,1,2025-12-04 03:28:54,1
2601,612,8,view,1,2025-12-04 04:22:44,1
1622,849,16,purchase,1,2025-12-04 05:14:40,5
3671,325,19,view,1,2025-12-04 05:22:42,1
21,447,16,view,1,2025-12-04 05:28:40,1
2629,733,15,addtocart,1,2025-12-04 06:21:59,3
2776,942,18,purchase,1,2025-12-04 06:28:53,5
1469,77,19,view,1,2025-12-04 07:06:10,1
3139,777,10,view,1,2025-12-04 07:23:38,1
1252,706,12,purchase,2,2025-12-04 08:05:24,5
4508,617,14,view,1,2025-12-04 08:24:19,1
2728,736,3,view,1,2025-12-04 08:40:20,1
1956,186,20,view,1,2025-12-04 08:42:54,1
1923,686,16,addtocart,1,2025-12-04 08:47:18,3
1981,339,9,view,1,2025-12-04 08:55:36,1
4596,68,16,view,1,2025-12-04 10:30:33,1
199,34,12,addtocart,1,2025-12-04 10:42:04,3
3864,395,10,view,1,2025-12-04 10:48:22,1
366,779,19,view,1,2025-12-04 11:09:27,1
3418,554,8,view,1,2025-12-04 11:11:46,1
4331,498,17,view,1,2025-12-04 11:38:42,1
4709,202,6,view,1,2025-12-04 11:50:44,1
1921,929,4,view,1,2025-12-04 12:18:06,1
4494,599,16,view,1,2025-12-04 12:39:16,1
3048,627,2,view,1,2025-12-04 12:56:46,1
2831,74,9,view,1,2025-12-04 13:24:45,1
2231,752,3,view,1,2025-12-04 13:25:51,1
2828,201,18,view,1,2025-12-04 14:08:09,1
4912,313,1,purchase,2,2025-12-04 14:25:28,5
3647,855,17,view,1,2025-12-04 14:36:02,1
4959,283,7,addtocart,1,2025-12-04 15:06:18,3
4459,248,10,like,1,2025-12-04 15:32:23,2
2319,639,17,addtocart,1,2025-12-04 15:48:43,3
1451,555,12,view,1,2025-12-04 16:20:09,1
1835,888,19,view,1,2025-12-04 17:06:31,1
4497,750,14,view,1,2025-12-04 17:07:54,1
3325,858,16,addtocart,1,2025-12-04 17:29:47,3
4271,526,4,view,1,2025-12-04 17:31:23,1
3144,327,15,addtocart,1,2025-12-04 18:36:47,3
2445,423,12,like,1,2025-12-04 18:37:20,2
4666,828,8,addtocart,1,2025-12-04 18:55:32,3
415,386,11,view,1,2025-12-04 18:56:29,1
2015,505,5,view,1,2025-12-04 19:09:23,1
2098,182,3,view,1,2025-12-04 19:14:20,1
4078,938,15,view,1,2025-12-04 19:16:50,1
2219,730,14,addtocart,1,2025-12-04 19:29:32,3
2136,391,4,view,1,2025-12-04 19:56:10,1
511,361,18,addtocart,1,2025-12-04 20:45:38,3
478,562,20,addtocart,1,2025-12-04 21:14:06,3
4276,364,9,view,1,2025-12-04 23:08:42,1
893,306,15,addtocart,1,2025-12-04 23:30:47,3
3751,230,1,view,1,2025-12-05 01:06:28,1
4678,689,20,view,1,2025-12-05 01:19:11,1
3699,26,13,view,1,2025-12-05 02:01:29,1
2727,227,20,view,1,2025-12-05 02:07:18,1
1446,751,18,view,1,2025-12-05 02:20:40,1
3096,702,11,view,1,2025-12-05 02:44:06,1
2538,647,5,view,1,2025-12-05 02:47:48,1
4376,499,9,addtocart,1,2025-12-05 02:50:36,3
4430,430,13,addtocart,1,2025-12-05 02:51:03,3
2813,93,8,view,1,2025-12-05 03:18:27,1
2285,170,8,view,1,2025-12-05 04:58:41,1
1392,123,1,view,1,2025-12-05 05:50:44,1
2539,890,6,view,1,2025-12-05 06:11:22,1
1437,567,15,view,1,2025-12-05 06:31:22,1
2856,217,7,view,1,2025-12-05 08:08:53,1
2993,388,18,addtocart,1,2025-12-05 08:13:30,3
2878,926,11,purchase,2,2025-12-05 09:35:56,5
2938,481,12,view,1,2025-12-05 10:31:20,1
4653,362,13,view,1,2025-12-05 10:58:43,1
1556,326,12,like,1,2025-12-05 10:59:09,2
4809,181,9,view,1,2025-12-05 11:59:19,1
1607,652,3,view,1,2025-12-05 12:13:38,1
2899,673,5,view,1,2025-12-05 12:18:20,1
2268,903,2,view,1,2025-12-05 12:51:51,1
2969,793,10,view,1,2025-12-05 12:59:58,1
4966,472,15,purchase,1,2025-12-05 13:02:37,5
2895,967,18,addtocart,1,2025-12-05 13:05:34,3
3298,432,12,view,1,2025-12-05 13:08:13,1
130,162,3,view,1,2025-12-05 13:29:46,1
2406,369,8,addtocart,1,2025-12-05 14:03:49,3
490,736,5,view,1,2025-12-05 14:48:11,1
3482,450,8,view,1,2025-12-05 14:55:53,1
1332,625,6,view,1,2025-12-05 15:25:33,1
1093,743,18,view,1,2025-12-05 16:20:10,1
26,338,14,view,1,2025-12-05 16:25:29,1
4786,943,1,purchase,1,2025-12-05 17:17:10,5
2816,152,5,view,1,2025-12-05 17:47:48,1
4947,401,6,view,1,2025-12-05 17:56:09,1
1927,660,8,addtocart,1,2025-12-05 18:44:26,3
1885,174,4,view,1,2025-12-05 19:19:26,1
1140,597,13,purchase,2,2025-12-05 19:56:03,5
2201,688,3,view,1,2025-12-05 20:01:31,1
2780,272,12,purchase,1,2025-12-05 20:08:05,5
1179,953,8,view,1,2025-12-05 20:28:49,1
3442,501,13,addtocart,1,2025-12-05 20:34:04,3
1249,450,4,view,1,2025-12-05 20:39:27,1
1071,303,8,addtocart,1,2025-12-05 20:39:56,3
861,921,17,addtocart,1,2025-12-05 21:03:50,3
4591,771,17,view,1,2025-12-05 21:47:01,1
486,114,16,view,1,2025-12-05 22:04:09,1
341,588,13,view,1,2025-12-05 22:14:06,1
2674,512,3,view,1,2025-12-05 22:25:53,1
3138,24,19,view,1,2025-12-05 22:41:10,1
4311,89,10,view,1,2025-12-05 22:45:06,1
1678,81,13,view,1,2025-12-05 23:00:58,1
1333,451,12,view,1,2025-12-05 23:20:22,1
4323,53,11,view,1,2025-12-05 23:29:32,1
2301,645,17,view,1,2025-12-06 00:46:46,1
2308,653,1,view,1,2025-12-06 01:00:56,1
4410,432,8,view,1,2025-12-06 01:23:21,1
472,713,5,addtocart,1,2025-12-06 01:27:16,3
208,972,15,view,1,2025-12-06 01:37:29,1
3182,717,11,view,1,2025-12-06 02:15:01,1
2928,110,5,view,1,2025-12-06 03:05:01,1
2315,851,14,view,1,2025-12-06 03:33:19,1
2909,595,18,view,1,2025-12-06 04:37:58,1
2018,626,7,view,1,2025-12-06 05:01:16,1
4557,185,1,view,1,2025-12-06 05:52:15,1
4342,460,14,purchase,1,2025-12-06 07:07:18,5
281,218,5,view,1,2025-12-06 07:20:33,1
4172,899,15,view,1,2025-12-06 07:41:41,1
4997,118,5,view,1,2025-12-06 07:44:20,1
1533,814,1,view,1,2025-12-06 08:06:49,1
1747,414,5,view,1,2025-12-06 08:13:52,1
2092,850,8,like,1,2025-12-06 08:20:03,2
2903,428,8,purchase,1,2025-12-06 08:39:55,5
255,874,18,view,1,2025-12-06 08:47:49,1
3786,847,10,view,1,2025-12-06 10:19:07,1
1766,168,9,like,1,2025-12-06 11:19:48,2
50,319,18,view,1,2025-12-06 12:09:46,1
1763,984,16,view,1,2025-12-06 12:40:20,1
4589,246,20,purchase,1,2025-12-06 12:41:18,5
190,139,13,addtocart,1,2025-12-06 12:44:31,3
2630,745,1,view,1,2025-12-06 13:11:20,1
1609,458,1,addtocart,1,2025-12-06 13:45:05,3
3551,62,9,purchase,1,2025-12-06 14:32:46,5
2080,889,18,purchase,1,2025-12-06 14:33:48,5
1896,561,9,purchase,2,2025-12-06 14:39:17,5
2478,228,19,view,1,2025-12-06 14:40:41,1
1711,805,10,addtocart,1,2025-12-06 15:11:26,3
2731,951,3,view,1,2025-12-06 15:45:26,1
623,257,7,view,1,2025-12-06 16:06:00,1
2492,371,20,view,1,2025-12-06 16:06:31,1
3780,527,7,view,1,2025-12-06 16:28:55,1
1634,442,6,view,1,2025-12-06 17:07:51,1
1887,898,9,view,1,2025-12-06 17:27:31,1
1966,979,11,addtocart,1,2025-12-06 17:32:49,3
3018,635,18,purchase,1,2025-12-06 17:42:29,5
2392,82,20,purchase,1,2025-12-06 18:01:17,5
1299,17,4,view,1,2025-12-06 18:28:29,1
1410,880,19,view,1,2025-12-06 18:44:01,1
3090,474,14,view,1,2025-12-06 19:08:45,1
1188,461,19,addtocart,1,2025-12-06 19:16:51,3
3941,858,12,view,1,2025-12-06 19:51:39,1
3043,138,4,view,1,2025-12-06 20:17:29,1
3935,507,19,view,1,2025-12-06 20:31:49,1
3945,439,12,addtocart,1,2025-12-06 20:54:11,3
4261,298,15,view,1,2025-12-06 21:18:32,1
4385,819,15,view,1,2025-12-06 21:26:56,1
2022,845,7,view,1,2025-12-06 22:31:57,1
4910,143,19,view,1,2025-12-06 22:49:20,1
4029,57,3,addtocart,1,2025-12-06 23:36:53,3
2858,769,9,view,1,2025-12-06 23:42:45,1
3107,723,11,like,1,2025-12-06 23:52:35,2
4801,45,1,view,1,2025-12-07 01:31:27,1
475,928,3,view,1,2025-12-07 02:03:41,1
2648,254,2,view,1,2025-12-07 04:04:16,1
2271,649,9,view,1,2025-12-07 04:14:55,1
3613,575,7,view,1,2025-12-07 05:31:17,1
686,200,12,purchase,2,2025-12-07 06:26:21,5
1565,39,3,view,1,2025-12-07 06:29:41,1
3014,453,3,view,1,2025-12-07 06:40:47,1
2746,584,6,view,1,2025-12-07 07:06:55,1
182,651,15,view,1,2025-12-07 07:13:36,1
460,906,12,view,1,2025-12-07 07:53:53,1
228,603,11,view,1,2025-12-07 08:24:02,1
2602,816,1,view,1,2025-12-07 08:30:16,1
4348,602,11,view,1,2025-12-07 08:53:59,1
3313,282,9,view,1,2025-12-07 09:26:36,1
504,766,1,view,1,2025-12-07 09:33:26,1
320,684,10,view,1,2025-12-07 09:54:45,1
2787,741,11,view,1,2025-12-07 09:55:19,1
2140,842,12,view,1,2025-12-07 10:17:18,1
227,367,8,view,1,2025-12-07 10:18:15,1
2970,473,6,view,1,2025-12-07 11:20:59,1
3561,878,17,addtocart,1,2025-12-07 12:06:06,3
4109,895,5,addtocart,1,2025-12-07 12:41:15,3
2736,814,2,view,1,2025-12-07 13:33:55,1
2886,342,16,purchase,2,2025-12-07 13:34:53,5
3645,65,1,addtocart,1,2025-12-07 13:55:51,3
2220,284,12,addtocart,1,2025-12-07 14:13:59,3
2713,158,20,addtocart,1,2025-12-07 14:45:07,3
3909,99,3,addtocart,1,2025-12-07 15:55:22,3
1992,106,13,addtocart,1,2025-12-07 16:08:38,3
1272,502,5,view,1,2025-12-07 16:45:57,1
4155,754,20,view,1,2025-12-07 17:24:09,1
3458,483,20,view,1,2025-12-07 17:29:26,1
2766,949,9,view,1,2025-12-07 17:49:19,1
2524,369,18,view,1,2025-12-07 18:00:58,1
4463,862,12,view,1,2025-12-07 18:32:15,1
3794,944,6,view,1,2025-12-07 18:44:25,1
4127,440,20,view,1,2025-12-07 19:11:07,1
4254,629,6,view,1,2025-12-07 19:36:39,1
3979,640,3,view,1,2025-12-07 19:38:36,1
2044,987,11,view,1,2025-12-07 20:17:18,1
3774,55,9,addtocart,1,2025-12-07 23:01:35,3
